customer_id,gender,is_senior_citizen,partner,dependents,partner_dependents,phone_service,internet_service,has_phone_and_internet,contract_type,payment_type,monthly_charges,total_charges,churn,tenure,avg charges,Check,Start Date,is_female,has_churned,has_phone,has_internet,Contract Type,Phone Service,Internet Service,service_type
1080-BWSYE,Male,1,Yes,No,1,2,0,FALSE,2,Credit card (automatic),25.65,"1,740.80",No,67,25.98,FALSE,20151227,FALSE,FALSE,TRUE,FALSE,2 Year,Two or More Lines,No Internet Service,Phone Only
1084-MNSMJ,Female,0,Yes,Yes,3,1,1,TRUE,2,Credit card (automatic),85.50,"4,421.95",No,51,86.70,FALSE,20170427,TRUE,FALSE,TRUE,TRUE,2 Year,One Line,DSL,Phone & Internet
1084-UQCHV,Male,0,No,Yes,2,1,2,TRUE,0,Bank transfer (automatic),69.75,69.75,Yes,1,69.75,TRUE,20210627,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
1085-LDWAM,Female,0,Yes,Yes,3,1,0,FALSE,1,Credit card (automatic),20.35,"1,442.65",No,70,20.61,FALSE,20150927,TRUE,FALSE,TRUE,FALSE,1 Year,One Line,No Internet Service,Phone Only
1086-LXKFY,Female,0,Yes,Yes,3,1,2,TRUE,0,Mailed check,69.10,69.10,Yes,1,69.10,TRUE,20210627,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
1087-GRUYI,Male,0,Yes,No,1,1,0,FALSE,2,Bank transfer (automatic),20.40,743.50,No,36,20.65,FALSE,20180727,FALSE,FALSE,TRUE,FALSE,2 Year,One Line,No Internet Service,Phone Only
1087-UDSIH,Female,0,No,No,0,1,0,FALSE,0,Mailed check,19.60,59.75,Yes,3,19.92,FALSE,20210427,TRUE,TRUE,TRUE,FALSE,Month-to-Month,One Line,No Internet Service,Phone Only
1088-AUUZZ,Male,0,Yes,Yes,3,2,1,TRUE,2,Credit card (automatic),75.85,"4,261.20",No,56,76.09,FALSE,20161127,FALSE,FALSE,TRUE,TRUE,2 Year,Two or More Lines,DSL,Phone & Internet
1088-CNNKB,Male,0,Yes,No,1,2,1,TRUE,1,Credit card (automatic),80.00,"5,040.20",No,63,80.00,FALSE,20160427,FALSE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,DSL,Phone & Internet
1089-HDMKP,Male,1,No,Yes,2,1,1,TRUE,0,Electronic check,54.55,601.25,No,11,54.66,FALSE,20200827,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
1089-XZWHH,Female,0,Yes,Yes,3,1,0,FALSE,2,Mailed check,19.70,494.05,No,25,19.76,FALSE,20190627,TRUE,FALSE,TRUE,FALSE,2 Year,One Line,No Internet Service,Phone Only
1090-ESELR,Male,0,Yes,Yes,3,1,2,TRUE,2,Bank transfer (automatic),105.50,"7,611.55",No,72,105.72,FALSE,20150727,FALSE,FALSE,TRUE,TRUE,2 Year,One Line,Fiber Optic,Phone & Internet
1090-PYKCI,Female,0,Yes,Yes,3,2,2,TRUE,1,Credit card (automatic),105.10,"7,234.80",No,68,106.39,FALSE,20151127,TRUE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone & Internet
1091-SOZGA,Female,0,Yes,Yes,3,2,2,TRUE,1,Credit card (automatic),99.80,"5,515.45",No,55,100.28,FALSE,20161227,TRUE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone & Internet
1092-GANHU,Male,0,No,No,0,1,2,TRUE,0,Electronic check,76.65,"1,313.55",Yes,17,77.27,FALSE,20200227,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
1092-WPIVQ,Female,0,Yes,Yes,3,2,0,FALSE,2,Mailed check,25.10,428.45,No,17,25.20,FALSE,20200227,TRUE,FALSE,TRUE,FALSE,2 Year,Two or More Lines,No Internet Service,Phone Only
1093-YSWCA,Male,0,No,No,0,1,0,FALSE,2,Credit card (automatic),19.55,223.15,No,11,20.29,FALSE,20200827,FALSE,FALSE,TRUE,FALSE,2 Year,One Line,No Internet Service,Phone Only
1094-BKOSX,Female,0,Yes,Yes,3,0,1,FALSE,1,Bank transfer (automatic),51.00,"2,264.50",No,44,51.47,FALSE,20171127,TRUE,FALSE,FALSE,TRUE,1 Year,No Phone Service,DSL,Internet Only
1095-JUDTC,Female,1,No,No,0,2,2,TRUE,0,Electronic check,95.05,"4,504.55",Yes,47,95.84,FALSE,20170827,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1095-WGNGG,Female,0,Yes,No,1,2,2,TRUE,2,Bank transfer (automatic),101.05,"5,971.25",No,59,101.21,FALSE,20160827,TRUE,FALSE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone & Internet
1096-ADRUX,Female,0,Yes,Yes,3,2,2,TRUE,1,Bank transfer (automatic),74.25,"4,859.25",No,65,74.76,FALSE,20160227,TRUE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone & Internet
1097-FSPVW,Female,0,No,No,0,1,1,TRUE,0,Credit card (automatic),54.55,"2,455.05",No,45,54.56,FALSE,20171027,TRUE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
1098-KFQEC,Female,0,Yes,Yes,3,1,0,FALSE,2,Credit card (automatic),19.40,"1,083.00",No,55,19.69,FALSE,20161227,TRUE,FALSE,TRUE,FALSE,2 Year,One Line,No Internet Service,Phone Only
1098-TDVUQ,Female,0,No,No,0,1,0,FALSE,0,Bank transfer (automatic),19.25,19.25,No,1,19.25,TRUE,20210627,TRUE,FALSE,TRUE,FALSE,Month-to-Month,One Line,No Internet Service,Phone Only
1099-BTKWT,Female,0,Yes,No,1,0,1,FALSE,1,Electronic check,54.40,"3,723.65",No,68,54.76,FALSE,20151127,TRUE,FALSE,FALSE,TRUE,1 Year,No Phone Service,DSL,Internet Only
1099-GODLO,Female,0,Yes,Yes,3,1,0,FALSE,2,Mailed check,20.35,20.35,No,1,20.35,TRUE,20210627,TRUE,FALSE,TRUE,FALSE,2 Year,One Line,No Internet Service,Phone Only
1100-DDVRV,Male,0,Yes,No,1,0,1,FALSE,0,Mailed check,49.80,836.35,No,16,52.27,FALSE,20200327,FALSE,FALSE,FALSE,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
1101-SSWAG,Female,0,Yes,No,1,2,1,TRUE,0,Electronic check,51.10,711.15,No,13,54.70,FALSE,20200627,TRUE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL,Phone & Internet
1104-FEJAM,Male,0,Yes,Yes,3,2,1,TRUE,0,Electronic check,64.40,"1,802.15",No,27,66.75,FALSE,20190427,FALSE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL,Phone & Internet
1104-TNLZA,Male,1,Yes,No,1,2,2,TRUE,0,Electronic check,105.80,"2,998.00",No,28,107.07,FALSE,20190327,FALSE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1106-HRLKZ,Male,0,Yes,Yes,3,1,0,FALSE,2,Mailed check,19.60,808.95,No,41,19.73,FALSE,20180227,FALSE,FALSE,TRUE,FALSE,2 Year,One Line,No Internet Service,Phone Only
1110-KYLGQ,Female,0,No,No,0,2,2,TRUE,0,Credit card (automatic),108.25,"6,780.10",No,62,109.36,FALSE,20160527,TRUE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1112-CUNAO,Female,1,No,No,0,2,2,TRUE,0,Electronic check,89.85,"1,424.95",Yes,15,95.00,FALSE,20200427,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1113-IUJYX,Female,0,Yes,No,1,1,2,TRUE,1,Mailed check,105.95,"1,348.90",Yes,12,112.41,FALSE,20200727,TRUE,TRUE,TRUE,TRUE,1 Year,One Line,Fiber Optic,Phone & Internet
1114-CENIM,Male,0,No,Yes,2,2,1,TRUE,0,Credit card (automatic),55.00,"3,092.65",Yes,56,55.23,FALSE,20161127,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL,Phone & Internet
1116-DXXDF,Male,0,No,No,0,1,2,TRUE,2,Electronic check,100.45,"3,801.70",No,37,102.75,FALSE,20180627,FALSE,FALSE,TRUE,TRUE,2 Year,One Line,Fiber Optic,Phone & Internet
1116-FRYVH,Female,0,Yes,Yes,3,0,1,FALSE,2,Mailed check,39.40,"1,978.65",No,50,39.57,FALSE,20170527,TRUE,FALSE,FALSE,TRUE,2 Year,No Phone Service,DSL,Internet Only
1120-BMWUB,Female,0,No,No,0,1,1,TRUE,0,Mailed check,53.90,834.15,Yes,15,55.61,FALSE,20200427,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
1121-QSIVB,Female,0,No,Yes,2,2,1,TRUE,1,Mailed check,77.55,"3,471.10",No,44,78.89,FALSE,20171127,TRUE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,DSL,Phone & Internet
1122-JWTJW,Male,0,Yes,Yes,3,1,2,TRUE,0,Mailed check,70.65,70.65,Yes,1,70.65,TRUE,20210627,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
1122-YJBCS,Male,0,Yes,No,1,1,1,TRUE,1,Credit card (automatic),53.65,"3,804.40",No,70,54.35,FALSE,20150927,FALSE,FALSE,TRUE,TRUE,1 Year,One Line,DSL,Phone & Internet
1125-SNVCK,Female,1,No,No,0,1,1,TRUE,0,Mailed check,43.80,"2,106.05",No,48,43.88,FALSE,20170727,TRUE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
1131-ALZWV,Female,0,No,No,0,2,0,FALSE,1,Bank transfer (automatic),24.60,605.25,No,24,25.22,FALSE,20190727,TRUE,FALSE,TRUE,FALSE,1 Year,Two or More Lines,No Internet Service,Phone Only
1131-QQZEB,Male,1,Yes,No,1,2,0,FALSE,2,Bank transfer (automatic),23.95,"1,756.20",No,73,24.06,FALSE,20150627,FALSE,FALSE,TRUE,FALSE,2 Year,Two or More Lines,No Internet Service,Phone Only
1131-SUEKT,Male,0,Yes,Yes,3,1,2,TRUE,1,Bank transfer (automatic),98.45,"6,145.20",No,62,99.12,FALSE,20160527,FALSE,FALSE,TRUE,TRUE,1 Year,One Line,Fiber Optic,Phone & Internet
1133-KXCGE,Female,0,No,No,0,1,0,FALSE,1,Mailed check,20.10,407.05,No,20,20.35,FALSE,20191127,TRUE,FALSE,TRUE,FALSE,1 Year,One Line,No Internet Service,Phone Only
1134-YWTYF,Male,0,Yes,No,1,1,1,TRUE,0,Electronic check,53.80,"1,389.85",No,25,55.59,FALSE,20190627,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
1135-HIORI,Female,0,Yes,Yes,3,2,2,TRUE,1,Electronic check,111.45,"7,266.95",No,65,111.80,FALSE,20160227,TRUE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone & Internet
1135-LMECX,Female,0,No,No,0,1,0,FALSE,0,Mailed check,19.85,19.85,No,1,19.85,TRUE,20210627,TRUE,FALSE,TRUE,FALSE,Month-to-Month,One Line,No Internet Service,Phone Only
1136-XGEQU,Female,0,Yes,Yes,3,2,1,TRUE,1,Credit card (automatic),84.15,"4,164.40",No,49,84.99,FALSE,20170627,TRUE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,DSL,Phone & Internet
1137-DGOWI,Female,0,Yes,No,1,1,1,TRUE,1,Bank transfer (automatic),70.25,"2,198.90",No,31,70.93,FALSE,20181227,TRUE,FALSE,TRUE,TRUE,1 Year,One Line,DSL,Phone & Internet
1139-WUOAH,Male,0,No,No,0,0,1,FALSE,2,Credit card (automatic),53.35,"3,090.05",No,57,54.21,FALSE,20161027,FALSE,FALSE,FALSE,TRUE,2 Year,No Phone Service,DSL,Internet Only
1140-UKVZG,Female,0,No,No,0,2,0,FALSE,0,Mailed check,24.80,475.25,No,19,25.01,FALSE,20191227,TRUE,FALSE,TRUE,FALSE,Month-to-Month,Two or More Lines,No Internet Service,Phone Only
1142-IHLOO,Female,0,No,No,0,1,2,TRUE,1,Credit card (automatic),87.55,"4,475.90",No,51,87.76,FALSE,20170427,TRUE,FALSE,TRUE,TRUE,1 Year,One Line,Fiber Optic,Phone & Internet
1142-WACZW,Male,0,No,No,0,0,1,FALSE,0,Bank transfer (automatic),29.85,75.60,Yes,2,37.80,FALSE,20210527,FALSE,TRUE,FALSE,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
1143-NMNQJ,Female,0,No,No,0,2,2,TRUE,0,Electronic check,85.70,169.80,Yes,1,169.80,FALSE,20210627,TRUE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1150-FTQGN,Female,0,Yes,Yes,3,2,2,TRUE,1,Bank transfer (automatic),94.15,"5,811.80",No,61,95.28,FALSE,20160627,TRUE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone & Internet
1150-WFARN,Female,0,Yes,Yes,3,2,2,TRUE,2,Credit card (automatic),108.75,"7,156.20",Yes,65,110.10,FALSE,20160227,TRUE,TRUE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone & Internet
1153-GNOLC,Male,0,No,No,0,0,1,FALSE,1,Electronic check,39.10,"1,309.00",No,33,39.67,FALSE,20181027,FALSE,FALSE,FALSE,TRUE,1 Year,No Phone Service,DSL,Internet Only
1154-HYWWO,Male,0,No,No,0,1,1,TRUE,1,Mailed check,70.60,"2,708.20",No,38,71.27,FALSE,20180527,FALSE,FALSE,TRUE,TRUE,1 Year,One Line,DSL,Phone & Internet
1156-ZFYDO,Female,0,No,No,0,1,0,FALSE,0,Electronic check,19.75,19.75,No,1,19.75,TRUE,20210627,TRUE,FALSE,TRUE,FALSE,Month-to-Month,One Line,No Internet Service,Phone Only
1157-BQCUW,Male,0,No,No,0,2,2,TRUE,0,Electronic check,74.95,74.95,Yes,1,74.95,TRUE,20210627,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1159-WFSGR,Female,0,Yes,Yes,3,1,0,FALSE,0,Electronic check,20.40,321.40,No,15,21.43,FALSE,20200427,TRUE,FALSE,TRUE,FALSE,Month-to-Month,One Line,No Internet Service,Phone Only
1162-ECVII,Male,1,Yes,No,1,2,2,TRUE,2,Bank transfer (automatic),109.75,"7,932.50",No,72,110.17,FALSE,20150727,FALSE,FALSE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone & Internet
1163-ONYEY,Male,0,Yes,Yes,3,2,1,TRUE,0,Credit card (automatic),74.55,"3,023.55",No,40,75.59,FALSE,20180327,FALSE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL,Phone & Internet
1163-VIPRI,Female,0,Yes,Yes,3,2,2,TRUE,2,Electronic check,109.30,"7,337.55",No,67,109.52,FALSE,20151227,TRUE,FALSE,TRUE,TRUE,2 Year,Two or More Lines,Fiber Optic,Phone & Internet
1166-PQLGG,Female,0,Yes,Yes,3,1,0,FALSE,2,Bank transfer (automatic),19.55,"1,463.45",No,74,19.78,FALSE,20150527,TRUE,FALSE,TRUE,FALSE,2 Year,One Line,No Internet Service,Phone Only
1167-OYZJF,Female,1,Yes,No,1,1,0,FALSE,2,Bank transfer (automatic),20.05,"1,263.05",No,62,20.37,FALSE,20160527,TRUE,FALSE,TRUE,FALSE,2 Year,One Line,No Internet Service,Phone Only
1169-SAOCL,Male,0,No,No,0,2,2,TRUE,1,Bank transfer (automatic),106.65,"5,168.10",No,48,107.67,FALSE,20170727,FALSE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone & Internet
1169-WCVAK,Male,0,Yes,No,1,2,2,TRUE,0,Credit card (automatic),88.80,"1,672.35",No,18,92.91,FALSE,20200127,FALSE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1170-SASML,Female,0,Yes,No,1,2,2,TRUE,0,Bank transfer (automatic),85.40,"5,869.40",No,68,86.31,FALSE,20151127,TRUE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1171-TYKUR,Male,0,Yes,No,1,2,0,FALSE,0,Electronic check,25.40,"1,139.20",No,44,25.89,FALSE,20171127,FALSE,FALSE,TRUE,FALSE,Month-to-Month,Two or More Lines,No Internet Service,Phone Only
1172-VIYBP,Male,0,Yes,Yes,3,2,1,TRUE,2,Bank transfer (automatic),69.70,"3,686.05",No,52,70.89,FALSE,20170327,FALSE,FALSE,TRUE,TRUE,2 Year,Two or More Lines,DSL,Phone & Internet
1173-NOEYG,Female,0,Yes,No,1,2,2,TRUE,0,Bank transfer (automatic),90.15,"2,423.40",No,26,93.21,FALSE,20190527,TRUE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1173-XZPYF,Female,0,No,No,0,2,2,TRUE,0,Electronic check,89.20,990.30,No,11,90.03,FALSE,20200827,TRUE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1174-FGIFN,Female,0,Yes,Yes,3,2,2,TRUE,1,Electronic check,90.45,"2,509.25",No,27,92.94,FALSE,20190427,TRUE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone & Internet
1177-XZBJL,Male,0,Yes,Yes,3,2,1,TRUE,1,Bank transfer (automatic),64.15,"3,491.55",No,54,64.66,FALSE,20170127,FALSE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,DSL,Phone & Internet
1178-PZGAB,Female,0,No,No,0,1,0,FALSE,1,Credit card (automatic),20.25,383.65,No,18,21.31,FALSE,20200127,TRUE,FALSE,TRUE,FALSE,1 Year,One Line,No Internet Service,Phone Only
1179-INLAT,Male,0,No,No,0,1,0,FALSE,1,Mailed check,19.45,69.25,No,3,23.08,FALSE,20210427,FALSE,FALSE,TRUE,FALSE,1 Year,One Line,No Internet Service,Phone Only
1183-CANVH,Female,0,Yes,No,1,1,1,TRUE,1,Bank transfer (automatic),60.00,"1,347.15",No,22,61.23,FALSE,20190927,TRUE,FALSE,TRUE,TRUE,1 Year,One Line,DSL,Phone & Internet
1184-PJVDB,Male,0,Yes,No,1,1,2,TRUE,0,Electronic check,79.95,857.20,Yes,10,85.72,FALSE,20200927,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
1187-WILMM,Male,0,Yes,Yes,3,2,1,TRUE,2,Credit card (automatic),89.40,"5,597.65",No,62,90.28,FALSE,20160527,FALSE,FALSE,TRUE,TRUE,2 Year,Two or More Lines,DSL,Phone & Internet
1193-RTSLK,Female,0,No,No,0,1,2,TRUE,0,Credit card (automatic),83.90,"3,233.60",Yes,38,85.09,FALSE,20180527,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
1194-BHJYC,Male,0,Yes,No,1,0,1,FALSE,2,Mailed check,62.15,"3,778.85",No,60,62.98,FALSE,20160727,FALSE,FALSE,FALSE,TRUE,2 Year,No Phone Service,DSL,Internet Only
1194-HVAIF,Female,0,Yes,No,1,2,2,TRUE,0,Credit card (automatic),95.00,"2,462.55",No,25,98.50,FALSE,20190627,TRUE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1194-SPVSP,Male,0,No,No,0,1,0,FALSE,0,Bank transfer (automatic),19.65,19.65,No,1,19.65,TRUE,20210627,FALSE,FALSE,TRUE,FALSE,Month-to-Month,One Line,No Internet Service,Phone Only
1195-OIYEJ,Male,0,No,No,0,1,2,TRUE,0,Electronic check,91.10,"1,135.70",Yes,12,94.64,FALSE,20200727,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
1196-AMORA,Male,0,No,No,0,2,2,TRUE,0,Electronic check,73.60,520.00,Yes,7,74.29,FALSE,20201227,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1197-BVMVG,Female,1,No,No,0,2,2,TRUE,0,Electronic check,74.45,294.45,No,3,98.15,FALSE,20210427,TRUE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1200-TUZHR,Female,1,No,No,0,2,2,TRUE,0,Electronic check,85.20,695.75,No,8,86.97,FALSE,20201127,TRUE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1202-KKGFU,Female,0,Yes,No,1,1,1,TRUE,0,Bank transfer (automatic),54.20,690.50,No,12,57.54,FALSE,20200727,TRUE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
1205-WNWPJ,Female,0,No,No,0,1,1,TRUE,0,Mailed check,59.50,415.95,Yes,6,69.33,FALSE,20210127,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
1206-EHBDD,Female,0,Yes,No,1,1,2,TRUE,2,Bank transfer (automatic),80.30,"4,513.65",No,56,80.60,FALSE,20161127,TRUE,FALSE,TRUE,TRUE,2 Year,One Line,Fiber Optic,Phone & Internet
1207-BLKSA,Female,0,Yes,Yes,3,2,0,FALSE,2,Mailed check,23.05,"1,255.10",No,54,23.24,FALSE,20170127,TRUE,FALSE,TRUE,FALSE,2 Year,Two or More Lines,No Internet Service,Phone Only
1208-DNHLN,Male,0,Yes,Yes,3,2,1,TRUE,1,Credit card (automatic),48.35,"1,067.15",Yes,22,48.51,FALSE,20190927,FALSE,TRUE,TRUE,TRUE,1 Year,Two or More Lines,DSL,Phone & Internet
1208-NBVFH,Male,0,Yes,Yes,3,1,1,TRUE,0,Electronic check,49.60,939.80,No,18,52.21,FALSE,20200127,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
1209-VFFOC,Male,0,Yes,Yes,3,0,1,FALSE,2,Mailed check,56.40,"3,948.45",No,70,56.41,FALSE,20150927,FALSE,FALSE,FALSE,TRUE,2 Year,No Phone Service,DSL,Internet Only
1212-GLHMD,Male,0,No,No,0,1,2,TRUE,0,Mailed check,86.05,244.85,No,2,122.43,FALSE,20210527,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
1213-NGCUN,Female,0,No,No,0,1,1,TRUE,0,Bank transfer (automatic),49.65,267.35,Yes,5,53.47,FALSE,20210227,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
1215-EXRMO,Male,0,Yes,No,1,1,0,FALSE,2,Mailed check,20.55,"1,067.65",No,51,20.93,FALSE,20170427,FALSE,FALSE,TRUE,FALSE,2 Year,One Line,No Internet Service,Phone Only
1215-FIGMP,Male,0,No,No,0,2,2,TRUE,0,Bank transfer (automatic),89.90,"5,450.70",No,60,90.85,FALSE,20160727,FALSE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1215-VFYVK,Female,0,No,No,0,0,1,FALSE,0,Mailed check,48.25,202.25,No,4,50.56,FALSE,20210327,TRUE,FALSE,FALSE,TRUE,Month-to-Month,No Phone Service,DSL,Internet Only
1216-BGTSP,Male,0,No,No,0,2,2,TRUE,0,Credit card (automatic),108.45,"4,964.70",No,45,110.33,FALSE,20171027,FALSE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1216-JWVUX,Male,0,Yes,Yes,3,1,2,TRUE,0,Electronic check,75.50,"1,901.05",No,25,76.04,FALSE,20190627,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
1217-VASWC,Male,1,Yes,No,1,1,2,TRUE,1,Bank transfer (automatic),100.55,"4,304.00",No,42,102.48,FALSE,20180127,FALSE,FALSE,TRUE,TRUE,1 Year,One Line,Fiber Optic,Phone & Internet
1218-VKFPE,Female,0,Yes,Yes,3,1,0,FALSE,0,Mailed check,19.00,233.55,Yes,12,19.46,FALSE,20200727,TRUE,TRUE,TRUE,FALSE,Month-to-Month,One Line,No Internet Service,Phone Only
1219-NNDDO,Female,0,No,No,0,2,2,TRUE,0,Electronic check,76.85,663.55,No,8,82.94,FALSE,20201127,TRUE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1221-GHZEP,Female,0,No,No,0,1,1,TRUE,2,Mailed check,65.10,"3,846.75",No,59,65.20,FALSE,20160827,TRUE,FALSE,TRUE,TRUE,2 Year,One Line,DSL,Phone & Internet
1222-KJNZD,Male,0,Yes,Yes,3,1,0,FALSE,0,Bank transfer (automatic),20.40,745.30,No,36,20.70,FALSE,20180727,FALSE,FALSE,TRUE,FALSE,Month-to-Month,One Line,No Internet Service,Phone Only
1222-LRYKO,Male,0,No,Yes,2,2,0,FALSE,0,Mailed check,26.35,184.05,No,6,30.68,FALSE,20210127,FALSE,FALSE,TRUE,FALSE,Month-to-Month,Two or More Lines,No Internet Service,Phone Only
1223-UNPKS,Male,0,Yes,Yes,3,1,0,FALSE,2,Mailed check,20.05,400.00,No,19,21.05,FALSE,20191227,FALSE,FALSE,TRUE,FALSE,2 Year,One Line,No Internet Service,Phone Only
1226-IENZN,Male,1,No,No,0,1,2,TRUE,0,Electronic check,78.75,"1,218.25",No,15,81.22,FALSE,20200427,FALSE,FALSE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
1226-JZNKR,Female,0,Yes,Yes,3,1,0,FALSE,1,Electronic check,19.80,160.05,No,8,20.01,FALSE,20201127,TRUE,FALSE,TRUE,FALSE,1 Year,One Line,No Internet Service,Phone Only
1226-UDFZR,Female,0,No,No,0,1,1,TRUE,0,Mailed check,49.60,114.70,Yes,2,57.35,FALSE,20210527,TRUE,TRUE,TRUE,TRUE,Month-to-Month,One Line,DSL,Phone & Internet
1227-UDMZR,Female,0,Yes,No,1,2,1,TRUE,2,Bank transfer (automatic),91.15,"6,637.90",No,72,92.19,FALSE,20150727,TRUE,FALSE,TRUE,TRUE,2 Year,Two or More Lines,DSL,Phone & Internet
1228-FZFRV,Male,0,Yes,Yes,3,2,2,TRUE,0,Credit card (automatic),105.95,"5,341.80",Yes,50,106.84,FALSE,20170527,FALSE,TRUE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1228-ZLNBX,Male,0,No,No,0,2,2,TRUE,0,Mailed check,75.30,"1,570.70",No,20,78.54,FALSE,20191127,FALSE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,Phone & Internet
1229-RCALF,Female,0,Yes,No,1,2,2,TRUE,1,Electronic check,115.00,"7,396.15",No,64,115.56,FALSE,20160327,TRUE,FALSE,TRUE,TRUE,1 Year,Two or More Lines,Fiber Optic,Phone & Internet
1230-QAJDW,Male,0,No,No,0,2,1,TRUE,0,Mailed check,65.25,209.90,No,3,69.97,FALSE,20210427,FALSE,FALSE,TRUE,TRUE,Month-to-Month,Two or More Lines,DSL,Phone & Internet
1231-YNDEK,Male,0,No,No,0,1,0,FALSE,2,Bank transfer (automatic),19.15,"1,035.50",No,54,19.18,FALSE,20170127,FALSE,FALSE,TRUE,FALSE,2 Year,One Line,No Internet Service,Phone Only
1236-WFCDV,Male,1,No,No,0,1,2,TRUE,0,Credit card (automatic),90.45,"1,266.10",Yes,13,97.39,FALSE,20200627,FALSE,TRUE,TRUE,TRUE,Month-to-Month,One Line,Fiber Optic,Phone & Internet
